82.00,-0.62,5810.00,-169.26,28650.20
83.00,0.60,5809.00,1128.15,1272713.63
84.00,-0.87,5808.00,-210.30,44225.24
85.00,1.12,5807.00,1843.61,3398898.49
86.00,-1.53,5806.00,-764.99,585215.03
87.00,1.18,5805.00,1770.52,3134742.80
88.00,-0.32,5804.00,126.18,15920.92
89.00,0.23,5803.00,738.31,545103.61
90.00,-0.80,5802.00,-140.07,19620.69
91.00,1.07,5801.00,1825.72,3333235.69
92.00,-3.04,5800.00,-1571.85,2470712.01
93.00,3.12,5799.00,4547.70,20681607.19
94.00,1.23,5798.00,1848.20,3415856.69
95.00,-0.91,5797.00,-329.25,108405.84
96.00,9.26,5796.00,18101.90,327678706.53
97.00,22.72,5795.00,73466.82,5397273729.42
98.00,-0.82,5794.00,-84.37,7118.15
99.00,-0.49,5793.00,115.65,13373.81
100.00,-6.09,5792.00,-1869.70,3495769.13
101.00,-1.39,5791.00,-678.20,459959.32
102.00,-1.01,5790.00,-300.16,90094.97
103.00,-1.74,5789.00,-728.69,530994.00
104.00,2.15,5788.00,3350.28,11224348.56
105.00,-0.14,5787.00,510.04,260140.63
106.00,0.69,5786.00,1299.24,1688017.97
107.00,0.02,5785.00,555.59,308675.73
108.00,1.19,5784.00,1948.12,3795160.34
109.00,-7.35,5783.00,-752.09,565632.65
110.00,1.28,5782.00,2208.61,4877969.51
111.00,47.01,5781.00,292997.51,858475412.98
112.00,0.88,5780.00,1580.41,2497709.45
113.00,0.89,5779.00,1459.33,2129635.05
114.00,-0.81,5778.00,-200.68,40274.29
115.00,6.72,5777.00,7437.25,55312723.84
116.00,1.04,5776.00,1817.54,3303433.67
117.00,1.28,5775.00,2031.68,4127713.65
118.00,-1.37,5774.00,-709.11,502841.52
119.00,1.11,5773.00,1711.02,2927574.26
120.00,0.30,5772.00,925.24,856059.84
121.00,0.38,5771.00,1097.32,1204116.86
122.00,-0.85,5770.00,-53.06,2815.86
123.00,1.11,5769.00,1913.15,3660156.24
124.00,3.13,5768.00,3854.18,14854683.33
125.00,1.81,5767.00,2453.40,6019151.49
126.00,1.23,5766.00,1866.05,3482133.93
127.00,-1.11,5765.00,-392.80,154292.15
128.00,-4.21,5764.00,-3397.56,11543400.11
129.00,0.48,5763.00,1322.58,1749208.57
130.00,-0.85,5762.00,-68.67,4715.35
131.00,0.97,5761.00,1657.62,2747687.82
132.00,1.05,5760.00,1708.46,2918840.19
133.00,1.63,5759.00,2352.56,5534527.03
134.00,-0.87,5758.00,-52.99,2807.79
135.00,0.24,5757.00,1119.09,1252351.49
136.00,0.33,5756.00,1166.85,1361537.84
137.00,0.95,5755.00,1691.79,2862155.35
138.00,-1.29,5754.00,-595.40,354496.95
139.00,3.76,5753.00,4486.49,20128621.08
140.00,1.60,5752.00,2423.43,5873007.28
141.00,-1.19,5751.00,-291.49,84964.70
142.00,0.97,5750.00,1857.72,3451114.12
143.00,-0.25,5749.00,548.65,301015.55
144.00,0.57,5748.00,1299.14,1687775.36
145.00,-0.98,5747.00,-237.97,56628.10
146.00,1.21,5746.00,2037.66,4152061.57
147.00,-3.36,5745.00,-2441.98,5963279.15
148.00,1.03,5744.00,1958.39,3835297.18
149.00,1.19,5743.00,2055.96,4226983.24
150.00,-1.05,5742.00,-271.36,73638.24
151.00,2.48,5741.00,3241.07,10504534.98
152.00,0.61,5740.00,1443.60,2083971.33
153.00,-0.56,5739.00,363.78,132337.32
154.00,0.47,5738.00,1435.76,2061415.01
155.00,1.58,5737.00,2495.57,6227888.31
156.00,1.71,5736.00,2540.61,6454692.32
157.00,-0.89,5735.00,-105.90,11214.89
158.00,-0.41,5734.00,421.76,177885.56
159.00,0.21,5733.00,1144.00,1308724.70
160.00,0.93,5732.00,1924.72,3704556.81
161.00,-1.28,5731.00,-306.32,93832.76
162.00,-2.32,5730.00,-1434.85,2058782.15
163.00,2.57,5729.00,3386.75,11470109.06
164.00,-0.61,5728.00,236.59,55976.57
165.00,1.01,5727.00,1948.35,3796079.75
166.00,0.65,5726.00,1669.54,2787367.36
167.00,1.51,5725.00,2530.36,6402704.36
168.00,-1.42,5724.00,-474.82,225458.30
169.00,0.56,5723.00,1425.19,2031167.86
170.00,0.12,5722.00,975.50,951609.48
171.00,0.58,5721.00,1518.78,2306705.74
172.00,-1.01,5720.00,22.49,505.74
173.00,1.87,5719.00,2933.60,8606033.56
174.00,7.08,5718.00,8081.20,65305734.57
175.00,0.02,5717.00,935.10,874419.54
176.00,-1.05,5716.00,-170.25,28985.42
177.00,1.02,5715.00,1962.35,3850812.42
178.00,1.24,5714.00,2281.00,5202962.15
179.00,25.65,5713.00,26744.15,715249704.50
180.00,-0.59,5712.00,465.51,216703.02
181.00,1.17,5711.00,2137.70,4569745.75
182.00,1.06,5710.00,1968.01,3873063.84
183.00,1.49,5709.00,2441.26,5959751.65
184.00,-0.96,5708.00,87.71,7692.92
185.00,0.33,5707.00,1454.29,2114968.09
186.00,0.41,5706.00,1518.59,2306130.23
187.00,0.91,5705.00,1927.22,3714195.28
188.00,-1.22,5704.00,-270.83,73346.81
189.00,2.78,5703.00,3743.21,14011610.81
190.00,1.45,5702.00,2503.28,6266396.49
191.00,-0.99,5701.00,145.23,21091.85
192.00,0.89,5700.00,2046.29,4187299.12
193.00,1.06,5699.00,2137.73,4569890.51
194.00,0.73,5698.00,1720.34,2959553.28
195.00,-0.82,5697.00,160.05,25616.78
196.00,0.97,5696.00,2021.72,4087340.77
197.00,0.99,5695.00,2144.30,4598033.64
198.00,1.15,5694.00,2342.88,5489091.07
199.00,-0.94,5693.00,201.60,40641.48
200.00,0.70,5692.00,1748.98,3058921.46
201.00,0.73,5691.00,1732.73,3002347.54
202.00,0.90,5690.00,1958.78,3836802.40
203.00,-1.12,5689.00,32.47,1054.50
204.00,1.29,5688.00,2505.58,6277935.11
205.00,0.97,5687.00,2159.11,4661751.81
206.00,0.53,5686.00,1636.78,2679058.03
207.00,-0.56,5685.00,477.29,227804.42
208.00,0.90,5684.00,1960.29,3842738.58
209.00,1.19,5683.00,2347.35,5510034.94
210.00,1.73,5682.00,2975.42,8853098.19
211.00,-1.14,5681.00,98.17,9636.33
212.00,0.05,5680.00,1210.09,1464329.53
213.00,0.07,5679.00,1151.37,1325644.38
214.00,0.85,5678.00,1931.64,3731247.74
215.00,-0.97,5677.00,187.32,35090.50
216.00,19.19,5676.00,20440.66,417820760.19
217.00,10.64,5675.00,11924.75,142199668.43
218.00,1.30,5674.00,2516.67,6333631.30
219.00,0.98,5673.00,2112.14,4461142.82
220.00,-2.27,5672.00,-1168.16,1364609.24
221.00,-0.52,5671.00,640.99,410870.22
222.00,-0.34,5670.00,926.65,858677.61
223.00,-0.22,5669.00,1091.49,1191344.67
224.00,-1.30,5668.00,-30.30,917.84
225.00,-1.98,5667.00,-792.44,627955.26
226.00,-2.20,5666.00,-1072.83,1150961.42
227.00,1.01,5665.00,2178.43,4745550.52
228.00,0.76,5664.00,2025.28,4101751.71
229.00,0.30,5663.00,1643.83,2702171.35
230.00,-0.96,5662.00,368.51,135796.22
231.00,1.15,5661.00,2387.03,5697894.29
232.00,1.32,5660.00,2491.40,6207054.81
233.00,2.02,5659.00,3206.25,10280015.67
234.00,-0.47,5658.00,804.64,647438.87
235.00,-0.30,5657.00,1059.53,1122596.83
236.00,0.07,5656.00,1436.23,2062746.11
237.00,1.11,5655.00,2410.93,5812579.95
238.00,-2.15,5654.00,-934.08,872497.78
239.00,-2.90,5653.00,-1695.76,2875613.21
240.00,-4.17,5652.00,-2900.87,8415038.62
241.00,-1.11,5651.00,262.78,69054.54
242.00,0.24,5650.00,1650.13,2722926.02
243.00,3.37,5649.00,4724.01,22316271.24
244.00,0.98,5648.00,2249.61,5060759.74
245.00,1.06,5647.00,2280.08,5198783.85
246.00,-4.10,5646.00,-2821.55,7961151.32
247.00,-2.86,5645.00,-1479.59,2189190.34
248.00,-1.04,5644.00,397.42,157940.63
249.00,-0.33,5643.00,1084.13,1175329.51
250.00,-0.96,5642.00,362.37,131309.04
251.00,-3.09,5641.00,-1835.15,3367763.38
252.00,-1.05,5640.00,237.90,56597.58
253.00,2.78,5639.00,4165.59,17352148.15
254.00,1.10,5638.00,2564.41,6576220.19
255.00,15.49,5637.00,16950.01,287302927.40
256.00,0.87,5636.00,2248.33,5054994.72
257.00,-2.10,5635.00,-799.22,638755.61
258.00,-0.81,5634.00,489.59,239698.21
259.00,-0.61,5633.00,774.79,600305.17
260.00,-0.14,5632.00,1335.13,1782570.54
261.00,-1.05,5631.00,453.80,205929.97
262.00,-1.38,5630.00,57.85,3346.88
263.00,-1.55,5629.00,-200.88,40351.66
264.00,-2.83,5628.00,-1507.44,2272364.60
265.00,-0.08,5627.00,1306.70,1707452.81
266.00,0.90,5626.00,2386.03,5693126.23
267.00,0.64,5625.00,2170.33,4710326.15
268.00,-3.07,5624.00,-1578.89,2492880.21
269.00,-10.97,5623.00,-9571.02,91604365.44
270.00,-1.07,5622.00,280.45,78649.76
271.00,-0.29,5621.00,1102.48,1215466.10
272.00,7.32,5620.00,8810.63,77627157.86
273.00,0.86,5619.00,2420.69,5859731.28
274.00,-1.02,5618.00,528.71,279532.86
275.00,-3.05,5617.00,-1594.88,2543656.96
276.00,0.84,5616.00,2230.66,4975863.40
277.00,-1.16,5615.00,240.12,57656.46
278.00,1.01,5614.00,2499.08,6245377.65
279.00,-7.35,5613.00,-5769.36,33285541.74
280.00,0.76,5612.00,2350.91,5526797.89
281.00,-0.92,5611.00,595.87,355061.64
282.00,1.02,5610.00,2450.65,6005669.21
283.00,-0.93,5609.00,492.86,242913.37
284.00,1.01,5608.00,2502.86,6264303.72
285.00,-0.87,5607.00,722.85,522505.56
286.00,0.82,5606.00,2448.10,5993196.54
287.00,-0.91,5605.00,668.29,446613.31
288.00,0.96,5604.00,2442.59,5966242.85
289.00,-1.04,5603.00,403.76,163021.66
290.00,1.00,5602.00,2501.30,6256482.56
291.00,-0.84,5601.00,755.66,571027.23
292.00,0.78,5600.00,2442.50,5965824.84
293.00,-0.86,5599.00,772.12,596172.00
294.00,0.99,5598.00,2530.81,6405003.47
295.00,-1.11,5597.00,365.46,133559.08
296.00,1.05,5596.00,2553.89,6522349.98
297.00,-0.80,5595.00,800.29,640465.03
298.00,0.69,5594.00,2370.11,5617412.98
299.00,-0.82,5593.00,860.22,739979.81
300.00,1.02,5592.00,2617.51,6851380.59
301.00,-1.22,5591.00,296.45,87884.64
302.00,1.17,5590.00,2687.19,7220990.19
303.00,-0.72,5589.00,888.90,790140.01
304.00,0.51,5588.00,2209.88,4883583.33
305.00,-0.74,5587.00,976.92,954364.99
306.00,1.04,5586.00,2690.71,7239911.15
307.00,-1.44,5585.00,125.20,15675.98
308.00,1.56,5584.00,3097.39,9593822.52
309.00,-0.53,5583.00,1077.46,1160918.47
310.00,0.02,5582.00,1731.32,2997463.55
311.00,-0.48,5581.00,1273.07,1620703.66
312.00,1.00,5580.00,2709.96,7343896.01
313.00,-1.97,5579.00,-352.12,123987.21
314.00,35.74,5578.00,37312.41,0.00
315.00,0.15,5577.00,1761.67,3103468.73
316.00,-0.93,5576.00,778.67,606323.74
317.00,0.89,5575.00,2669.96,7128663.66
318.00,-1.00,5574.00,757.95,574490.40
319.00,5.08,5573.00,6751.93,45588590.89
320.00,-0.89,5572.00,714.14,509997.38
321.00,-0.14,5571.00,1482.66,2198290.75
322.00,0.15,5570.00,1867.76,3488517.98
323.00,-1.01,5569.00,790.64,625109.04
324.00,-1.20,5568.00,608.96,370832.96
325.00,-6.42,5567.00,-4684.26,21942319.90
326.00,3.55,5566.00,5197.72,27016341.06
327.00,-1.12,5565.00,521.47,271929.00
328.00,-0.95,5564.00,764.37,584265.35
329.00,7.38,5563.00,9197.87,84600873.91
330.00,-1.58,5562.00,265.73,70614.05
331.00,-0.92,5561.00,869.22,755541.30
332.00,-0.94,5560.00,761.10,579275.32
333.00,0.34,5559.00,2006.89,4027605.74
334.00,-0.73,5558.00,986.44,973069.20
335.00,-1.14,5557.00,681.15,463965.50
336.00,-1.20,5556.00,677.10,458463.83
337.00,2.11,5555.00,3957.88,15664828.95
338.00,-0.70,5554.00,1061.08,1125891.54
339.00,0.31,5553.00,2010.45,4041892.71
340.00,0.09,5552.00,1815.02,3294297.62
341.00,1.14,5551.00,2969.04,8815170.35
342.00,-1.51,5550.00,390.27,152307.01
343.00,2.72,5549.00,4620.16,21345857.33
344.00,2.78,5548.00,4596.25,21125508.16
345.00,-0.91,5547.00,829.64,688301.54
346.00,0.99,5546.00,2726.75,7435159.45
347.00,-1.74,5545.00,84.24,7095.91
348.00,2.04,5544.00,3957.56,15662266.39
349.00,-0.18,5543.00,1761.91,3104309.78
350.00,-0.62,5542.00,1256.21,1578066.50
351.00,-0.10,5541.00,1688.81,2852090.72
352.00,1.12,5540.00,2879.50,8291500.24
353.00,-5.66,5539.00,-3831.14,14677601.81
354.00,-1.47,5538.00,455.36,207353.33
355.00,-4.84,5537.00,-2866.10,8214527.65
356.00,0.60,5536.00,2524.91,6375161.40
357.00,-0.38,5535.00,1459.46,2130019.79
358.00,0.40,5534.00,2186.92,4782634.61
359.00,1.00,5533.00,2833.18,8026882.66
360.00,1.78,5532.00,3715.42,13804375.70
361.00,-2.37,5531.00,-365.18,133359.68
362.00,0.26,5530.00,2237.24,5005221.52
363.00,-0.87,5529.00,1024.23,1049048.23
364.00,-0.24,5528.00,1583.78,2508369.70
365.00,-1.35,5527.00,493.93,243965.51
366.00,3.74,5526.00,5672.45,32176729.50
367.00,-0.91,5525.00,1112.44,1237528.33
368.00,4.02,5524.00,6045.61,36549439.29
369.00,1.02,5523.00,2968.73,8813332.19
370.00,1.64,5522.00,3509.65,12317653.56
371.00,1.15,5521.00,3011.71,9070367.70
372.00,-0.28,5520.00,1662.52,2763988.00
373.00,0.16,5519.00,2198.04,4831393.17
374.00,0.82,5518.00,2888.05,8340815.00
375.00,1.06,5517.00,3071.52,9434226.62
376.00,-3.55,5516.00,-1627.01,2647163.92
377.00,4.43,5515.00,6312.48,39847378.35
378.00,-1.37,5514.00,574.22,329728.46
379.00,0.44,5513.00,2478.16,6141289.17
380.00,-1.53,5512.00,568.10,322741.64
381.00,-0.68,5511.00,1388.78,1928708.60
382.00,-0.53,5510.00,1442.36,2080412.28
383.00,1.07,5509.00,2984.73,8908593.31
384.00,-0.96,5508.00,990.24,980579.06
385.00,-1.30,5507.00,748.09,559636.82
386.00,-1.28,5506.00,845.65,715121.64
387.00,0.58,5505.00,2690.19,7237102.96
388.00,-0.38,5504.00,1648.57,2717790.53
389.00,-0.70,5503.00,1256.92,1579854.72
390.00,-1.04,5502.00,925.39,856338.36
391.00,1.79,5501.00,3838.92,14737314.62
392.00,-2.07,5500.00,67.26,4523.29
393.00,-0.11,5499.00,2046.91,4189822.59
394.00,0.65,5498.00,2745.00,7535019.63
395.00,0.07,5497.00,2071.50,4291101.26
396.00,-1.14,5496.00,846.45,716478.63
397.00,-8.93,5495.00,-6882.84,47373480.99
398.00,1.39,5494.00,3536.85,12509314.44
399.00,-8.15,5493.00,-5954.13,35451639.06
400.00,0.64,5492.00,2784.09,7751133.26
401.00,-0.33,5491.00,1721.77,2964483.99
402.00,0.25,5490.00,2262.97,5121050.00
403.00,-1.03,5489.00,1021.86,1044194.03
404.00,1.66,5488.00,3818.69,14582392.66
405.00,-2.68,5487.00,-456.66,208534.19
406.00,0.73,5486.00,2929.36,8581158.57
407.00,0.99,5485.00,3100.08,9610524.11
408.00,-0.60,5484.00,1450.08,2102742.38
409.00,-1.78,5483.00,288.32,83129.52
410.00,1.25,5482.00,3411.71,11639796.82
411.00,0.32,5481.00,2559.66,6551858.77
412.00,0.06,5480.00,2306.60,5320408.21
413.00,-0.77,5479.00,1404.73,1973258.44
414.00,1.02,5478.00,3109.42,9668472.69
415.00,3.15,5477.00,5231.78,27371537.53
416.00,12.86,5476.00,15020.48,225614755.10
417.00,1.33,5475.00,3583.66,12842609.96
418.00,1.17,5474.00,3454.70,11934973.54
419.00,-114.61,5473.00,-112380.59,12629397746.21
420.00,1.26,5472.00,3398.80,11551842.45
421.00,0.60,5471.00,2707.00,7327872.40
422.00,0.63,5470.00,2797.22,7824428.53
423.00,-0.68,5469.00,1584.47,2510545.36
424.00,1.00,5468.00,3322.33,11037869.44
425.00,1.65,5467.00,3938.17,15509178.73
426.00,1.35,5466.00,3547.36,12583796.21
427.00,-0.33,5465.00,1809.66,3274857.77
428.00,0.00,5464.00,2175.13,4731176.80
429.00,0.68,5463.00,2951.01,8708442.54
430.00,0.99,5462.00,3338.09,11142872.83
431.00,-3.09,5461.00,-756.56,572385.39
432.00,168.84,5460.00,171092.27,29272563252.67
433.00,-1.42,5459.00,761.25,579498.31
434.00,0.26,5458.00,2447.34,5989480.71
435.00,-3.92,5457.00,-1649.52,2720926.19
436.00,-0.90,5456.00,1465.30,2147115.66
437.00,0.99,5455.00,3366.81,11335385.87
438.00,-3.65,5454.00,-1339.16,1793337.98
439.00,1.03,5453.00,3252.73,10580221.43
440.00,1.28,5452.00,3480.64,12114871.49
441.00,-1.19,5451.00,1078.57,1163310.61
442.00,0.99,5450.00,3359.72,11287737.98
443.00,0.45,5449.00,2861.44,8187813.23
444.00,0.58,5448.00,2949.04,8696851.23
445.00,-0.94,5447.00,1338.30,1791054.56
446.00,1.18,5446.00,3411.68,11639587.97
447.00,1.99,5445.00,4270.38,18236151.74
448.00,1.08,5444.00,3452.61,11920507.45
449.00,0.22,5443.00,2660.19,7076610.81
450.00,-0.13,5442.00,2285.85,5225104.38
451.00,0.95,5441.00,3279.44,10754744.59
452.00,1.08,5440.00,3345.70,11193737.72
453.00,4.30,5439.00,6588.32,43406007.46
454.00,-4.88,5438.00,-2497.69,6238437.19
455.00,-0.92,5437.00,1540.89,2374343.88
456.00,1.06,5436.00,3531.23,12469573.60
457.00,0.34,5435.00,2731.76,7462507.87
458.00,0.68,5434.00,2986.22,8917518.36
459.00,-1.07,5433.00,1231.71,1517100.47
460.00,1.12,5432.00,3504.50,12281499.41
461.00,2.29,5431.00,4763.38,22689817.23
462.00,0.89,5430.00,3394.25,11520942.60
463.00,0.45,5429.00,2896.33,8388736.37
464.00,-0.34,5428.00,2019.05,4076567.26
465.00,1.21,5427.00,3532.70,12479983.50
466.00,1.29,5426.00,3674.54,13502238.94
467.00,1.79,5425.00,4272.14,18251216.55
468.00,-1.10,5424.00,1437.51,2066422.46
469.00,-0.07,5423.00,2436.21,5935118.58
470.00,0.04,5422.00,2456.09,6032360.55
471.00,0.88,5421.00,3238.07,10485067.18
472.00,-0.99,5420.00,1403.51,1969853.05
473.00,-14.40,5419.00,-11906.32,141760425.75
474.00,16.58,5418.00,19145.89,366565138.94
475.00,0.36,5417.00,2908.99,8462198.58
476.00,0.99,5416.00,3455.47,11940277.38
477.00,0.99,5415.00,3381.93,11437444.52
478.00,-1.16,5414.00,1245.03,1550103.47
479.00,1.95,5413.00,4440.70,19719779.53
480.00,0.70,5412.00,3278.75,10750215.66
481.00,-0.15,5411.00,2446.46,5985154.78
482.00,-0.08,5410.00,2449.60,6000560.72
483.00,1.07,5409.00,3507.05,12299408.70
484.00,1.43,5408.00,3858.15,14885316.45
485.00,-5.85,5407.00,-3352.22,11237345.62
486.00,-4.45,5406.00,-1857.55,3450479.93
487.00,0.77,5405.00,3401.85,11572575.99
488.00,0.89,5404.00,3473.46,12064954.37
489.00,-1.64,5403.00,855.08,731155.95
490.00,0.85,5402.00,3302.38,10905707.89
491.00,0.39,5401.00,2892.78,8368147.73
492.00,0.37,5400.00,2972.70,8836938.80
493.00,-0.94,5399.00,1728.45,2987523.46
494.00,1.33,5398.00,3965.56,15725685.45
495.00,2.36,5397.00,4908.21,24090530.79
496.00,1.35,5396.00,3839.24,14739797.41
497.00,0.67,5395.00,3173.05,10068276.34
498.00,-0.56,5394.00,2038.43,4155188.20
499.00,0.84,5393.00,3522.89,12410723.91
500.00,0.98,5392.00,3663.47,13421014.48
501.00,1.47,5391.00,4073.83,16596123.10
502.00,-1.41,5390.00,1115.20,1243660.13
503.00,0.50,5389.00,3021.01,9126531.58
504.00,0.13,5388.00,2730.77,7457131.76
505.00,0.60,5387.00,3302.75,10908138.18
506.00,-1.01,5386.00,1715.53,2943049.95
507.00,2.09,5385.00,4756.63,22625571.00
508.00,6.46,5384.00,9033.62,81606215.74
509.00,-0.32,5383.00,2228.46,4966016.17
510.00,-1.18,5382.00,1428.89,2041735.97
511.00,1.07,5381.00,3773.56,14239742.52
512.00,4.60,5380.00,7361.25,54188047.64
513.00,-1.68,5379.00,1037.26,1075911.31
514.00,0.58,5378.00,3205.50,10275221.16
515.00,-0.43,5377.00,2148.91,4617821.24
516.00,-0.36,5376.00,2256.18,5090369.01
517.00,-1.00,5375.00,1715.46,2942789.51
518.00,1.84,5374.00,4623.83,21379836.51
519.00,-2.13,5373.00,639.89,409457.42
520.00,-0.15,5372.00,2542.33,6463446.98
521.00,0.74,5371.00,3358.20,11277495.97
522.00,0.00,5370.00,2629.74,6915512.47
523.00,-1.16,5369.00,1552.55,2410406.54
524.00,-6.80,5368.00,-3998.21,15985718.72
525.00,1.23,5367.00,4044.61,16358860.87
526.00,205.96,5366.00,208704.43,2417918.32
527.00,-1.09,5365.00,1571.87,6850.02
528.00,0.75,5364.00,3397.98,17276.95
529.00,-0.40,5363.00,2317.82,10916.75
530.00,-0.74,5362.00,2072.60,9545.85
531.00,-1.08,5361.00,1770.07,7899.18
532.00,1.41,5360.00,4209.89,22342.26
533.00,-1.90,5359.00,809.36,3088.46
534.00,-0.53,5358.00,2141.15,9925.98
535.00,0.25,5357.00,2972.12,14712.29
536.00,0.17,5356.00,2988.53,14809.82
537.00,-1.06,5355.00,1826.16,8200.54
538.00,-1.91,5354.00,944.97,3719.47
539.00,3.52,5353.00,6283.22,36126.28
540.00,-0.26,5352.00,2447.98,11656.52
541.00,1.10,5351.00,3828.98,19938.94
542.00,1.04,5350.00,3865.50,20167.34
543.00,-2.32,5349.00,583.03,2083.42
544.00,-2.31,5348.00,594.18,2131.35
545.00,-0.44,5347.00,2384.82,11296.51
546.00,-1.05,5346.00,1696.89,7508.91
547.00,0.29,5345.00,3029.86,15055.92
548.00,-1.14,5344.00,1683.51,7437.91
549.00,-2.04,5343.00,883.96,3433.16
550.00,-0.95,5342.00,1998.30,9136.68
551.00,-0.68,5341.00,2205.59,10285.52
552.00,0.11,5340.00,2909.54,14341.32
553.00,-0.93,5339.00,1839.09,8270.25
554.00,-1.22,5338.00,1605.09,7024.10
555.00,-1.49,5337.00,1438.72,6159.74
556.00,4.99,5336.00,7972.58,48075.44
557.00,-0.27,5335.00,2673.74,12958.14
558.00,0.08,5334.00,2926.45,14441.43
559.00,0.28,5333.00,3076.75,15335.95
560.00,-1.00,5332.00,1838.33,8266.16
561.00,-3.66,5331.00,-727.56,-727.94
562.00,11.53,5330.00,14538.39,14539.60
563.00,-3.60,5329.00,-607.47,-607.85
564.00,-0.61,5328.00,2300.38,2300.31
565.00,0.99,5327.00,3826.31,3826.41
566.00,1.16,5326.00,4007.24,4007.36
567.00,1.88,5325.00,4817.60,4817.80
568.00,-1.01,5324.00,2011.88,2011.78
569.00,-0.08,5323.00,2951.85,2951.84
570.00,0.00,5322.00,2968.60,2968.60
571.00,0.95,5321.00,3827.73,3827.83
572.00,-1.04,5320.00,1821.74,1821.63
573.00,-11.07,5319.00,-8128.73,-8129.92
574.00,150.52,5318.00,153555.96,153572.21
575.00,-0.54,5317.00,2536.76,2536.70
576.00,-1.05,5316.00,1973.96,1973.85
577.00,0.66,5315.00,3595.26,3595.33
578.00,-3.01,5314.00,-124.08,-124.40
579.00,-1.53,5313.00,1409.05,1408.89
580.00,0.94,5312.00,3977.73,3977.83
581.00,-1.53,5311.00,1570.81,1570.64
582.00,-2.67,5310.00,406.80,406.51
583.00,-0.34,5309.00,2647.47,2647.44
584.00,-1.00,5308.00,1923.83,1923.72
